Record Type,Record ID,Feature,Journey,Source Path,Source Line,Layer,Contract or Storage,Visible State,Native Status,Native Target,Owner,Phase,Acceptance,Next Action,Evidence,Notes
Contract,REST-122,Profile,N/A,lib/features/profile/data/services/profile_note_service.dart,72,REST literal call-site,POST /me/note,N/A,Source inventory only,DISC-01B,lib/features/profile/data/services/profile_note_service.dart,DISC-01B,REST-122 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-122.,lib/features/profile/data/services/profile_note_service.dart:72,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-123,Data,N/A,lib/DB/settings_cache_service.dart,434,REST literal call-site,POST /me/notification-settings,N/A,Source inventory only,DISC-01C / MIG-01,lib/DB/settings_cache_service.dart,DISC-01C / MIG-01,REST-123 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-123.,lib/DB/settings_cache_service.dart:434,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-124,Data,N/A,lib/DB/settings_cache_service.dart,416,REST literal call-site,POST /me/privacy,N/A,Source inventory only,DISC-01C / MIG-01,lib/DB/settings_cache_service.dart; lib/features/settings/privacy/privacy_settings_repository.dart,DISC-01C / MIG-01,REST-124 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-124.,lib/DB/settings_cache_service.dart:416,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-125,Profile,N/A,lib/features/profile/data/profile_repository.dart,373,REST literal call-site,POST /me/profile/update,N/A,Source inventory only,DISC-01C,lib/features/profile/data/profile_repository.dart,DISC-01C,REST-125 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-125.,lib/features/profile/data/profile_repository.dart:373,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-126,Data,N/A,lib/DB/settings_cache_service.dart,390,REST literal call-site,POST /me/settings,N/A,Source inventory only,DISC-01C / MIG-01,lib/DB/settings_cache_service.dart,DISC-01C / MIG-01,REST-126 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-126.,lib/DB/settings_cache_service.dart:390,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-127,Chat,N/A,lib/features/chat/providers/legacy_chat_providers.dart,61,REST literal call-site,POST /me/unblock,N/A,Source inventory only,CHAT-01 / CHAT-02,lib/features/chat/providers/legacy_chat_providers.dart; lib/features/chat/services/user_moderation_service.dart,CHAT-01 / CHAT-02,REST-127 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-127.,lib/features/chat/providers/legacy_chat_providers.dart:61,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-128,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,369,REST literal call-site,POST /me/unfollow,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart; lib/features/profile/data/profile_repository.dart,DISC-01C,REST-128 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-128.,lib/features/posts/data/go_posts_repository.dart:369,Semantics=Literal signature; call-sites=2; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-129,Profile,N/A,lib/features/profile/data/profile_repository.dart,485,REST literal call-site,POST /me/verify,N/A,Source inventory only,DISC-01C,lib/features/profile/data/profile_repository.dart,DISC-01C,REST-129 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-129.,lib/features/profile/data/profile_repository.dart:485,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-130,Services,N/A,lib/services/MusicService.dart,52,REST literal call-site,POST /music,N/A,Source inventory only,DISC-01B,lib/services/MusicService.dart,DISC-01B,REST-130 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-130.,lib/services/MusicService.dart:52,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-131,Services,N/A,lib/services/MusicService.dart,81,REST literal call-site,POST /music/$musicId/play,N/A,Source inventory only,DISC-01B,lib/services/MusicService.dart,DISC-01B,REST-131 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-131.,lib/services/MusicService.dart:81,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-132,Cross-cutting,N/A,lib/provider/notification_provider.dart,340,REST literal call-site,POST /notifications/$notificationId/read,N/A,Source inventory only,DISC-01C / REL-01,lib/provider/notification_provider.dart,DISC-01C / REL-01,REST-132 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-132.,lib/provider/notification_provider.dart:340,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-133,Cross-cutting,N/A,lib/provider/notification_provider.dart,318,REST literal call-site,POST /notifications/read-all,N/A,Source inventory only,DISC-01C / REL-01,lib/provider/notification_provider.dart,DISC-01C / REL-01,REST-133 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-133.,lib/provider/notification_provider.dart:318,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-134,Services,N/A,lib/services/payment_service.dart,250,REST literal call-site,POST /payment/bazaar-verify,N/A,Source inventory only,DISC-01B,lib/services/payment_service.dart,DISC-01B,REST-134 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-134.,lib/services/payment_service.dart:250,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-135,Services,N/A,lib/services/payment_service.dart,116,REST literal call-site,POST /payment/zibal/request,N/A,Source inventory only,DISC-01B,lib/services/payment_service.dart,DISC-01B,REST-135 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-135.,lib/services/payment_service.dart:116,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-136,Services,N/A,lib/services/payment_service.dart,171,REST literal call-site,POST /payment/zibal/verify,N/A,Source inventory only,DISC-01B,lib/services/payment_service.dart,DISC-01B,REST-136 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-136.,lib/services/payment_service.dart:171,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-137,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,223,REST literal call-site,POST /posts,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-137 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-137.,lib/features/posts/data/go_posts_repository.dart:223,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-138,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,258,REST literal call-site,POST /posts/$postId/mentions,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-138 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-138.,lib/features/posts/data/go_posts_repository.dart:258,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-139,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,402,REST literal call-site,POST /posts/appeal,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-139 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-139.,lib/features/posts/data/go_posts_repository.dart:402,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-140,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,350,REST literal call-site,POST /posts/like/$postId,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-140 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-140.,lib/features/posts/data/go_posts_repository.dart:350,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
Contract,REST-141,Posts,N/A,lib/features/posts/data/go_posts_repository.dart,382,REST literal call-site,POST /posts/report,N/A,Source inventory only,DISC-01C,lib/features/posts/data/go_posts_repository.dart,DISC-01C,REST-141 preserves the identified source contract signature.,Run phase-specific contract/integration tests for REST-141.,lib/features/posts/data/go_posts_repository.dart:382,Semantics=Literal signature; call-sites=1; request/response/error details remain owned by listed source; Label=Verified fact; Status=Classified
